1163.102731862,64728,0,0,0,0,159,0,0,0,0,0,0
1163.125400139,64748,0,0,0,0,159,0,0,0,0,0,0
1163.142306065,64768,0,0,0,0,159,0,0,0,0,0,0
1163.162813121,64788,0,0,0,0,159,0,0,0,0,0,0
1163.183048158,64808,0,0,0,0,159,0,0,0,0,0,0
1163.202396176,64828,0,0,0,0,159,0,0,0,0,0,0
1163.223485676,64848,0,0,0,0,159,0,0,0,0,0,0
1163.242400454,64868,0,0,0,0,159,0,0,0,0,0,0
1163.262398102,64888,0,0,0,0,159,0,0,0,0,0,0
1163.282311306,64908,0,0,0,0,159,0,0,0,0,0,0
1163.302318898,64928,0,0,0,0,159,0,0,0,0,0,0
1163.322332621,64948,0,0,0,0,159,0,0,0,0,0,0
1163.342538584,64968,0,0,0,0,159,0,0,0,0,0,0
1163.362275639,64988,0,0,0,0,159,0,0,0,0,0,0
1163.382269121,65008,0,0,0,0,159,0,0,0,0,0,0
1163.402292250,65028,0,0,0,0,159,0,0,0,0,0,0
1163.422311028,65048,0,0,0,0,159,0,0,0,0,0,0
1163.442333158,65068,0,0,0,0,159,0,0,0,0,0,0
1163.462376898,65088,0,0,0,0,159,0,0,0,0,0,0
1163.482328158,65108,0,0,0,0,159,0,0,0,0,0,0
1163.502645287,65128,0,0,0,0,159,0,0,0,0,0,0
1163.521899306,65148,0,0,0,0,159,0,0,0,0,0,0
1163.541446695,65168,0,0,0,0,159,0,0,0,0,0,0
1163.561283417,65188,0,0,0,0,159,0,0,0,0,0,0
1163.581260176,65208,0,0,0,0,159,0,0,0,0,0,0
1163.602246509,65228,0,0,0,0,159,0,0,0,0,0,0
1163.621270343,65248,0,0,0,0,159,0,0,0,0,0,0
1163.641584176,65268,0,0,0,0,159,0,0,0,0,0,0
1163.661365657,65288,0,0,0,0,159,0,0,0,0,0,0
1163.681312454,65308,0,0,0,0,159,0,0,0,0,0,0
1163.701312657,65328,0,0,0,0,159,0,0,0,0,0,0
1163.721310732,65348,0,0,0,0,159,0,0,0,0,0,0
1163.741350657,65368,0,0,0,0,159,0,0,0,0,0,0
1163.761263139,65388,0,0,0,0,159,0,0,0,0,0,0
1163.781263231,65408,0,0,0,0,159,0,0,0,0,0,0
1163.802171398,65428,0,0,0,0,159,0,0,0,0,0,0
1163.821312398,65448,0,0,0,0,159,0,0,0,0,0,0
1163.842842787,65468,0,0,0,0,159,0,0,0,0,0,0
1163.861319176,65488,0,0,0,0,159,0,0,0,0,0,0
1163.881266917,65508,0,0,0,0,159,0,0,0,0,0,0
1163.901260824,65528,0,0,0,0,159,0,0,0,0,0,0
1163.921257787,12,0,0,0,0,159,0,0,0,0,0,0
1163.941250917,32,0,0,0,0,159,0,0,0,0,0,0
1163.961259324,52,0,0,0,0,159,0,0,0,0,0,0
1163.981218231,72,0,0,0,0,159,0,0,0,0,0,0
1164.001137750,92,0,0,0,0,159,0,0,0,0,0,0
1164.021244472,112,0,0,0,0,159,0,0,0,0,0,0
1164.041286454,132,0,0,0,0,159,0,0,0,0,0,0
1164.061770009,152,0,0,0,0,159,0,0,0,0,0,0
1164.080210565,172,0,0,0,0,159,0,0,0,0,0,0
1164.100212472,192,0,0,0,0,159,0,0,0,0,0,0
1164.120208416,212,0,0,0,0,159,0,0,0,0,0,0
1164.140702453,232,0,0,0,0,159,0,0,0,0,0,0
1164.160176379,252,0,0,0,0,159,0,0,0,0,0,0
1164.181160268,272,0,0,0,0,159,0,0,0,0,0,0
1164.201152398,292,0,0,0,0,159,0,0,0,0,0,0
1164.220155305,312,0,0,0,0,159,0,0,0,0,0,0
1164.240158046,332,0,0,0,0,159,0,0,0,0,0,0
1164.260229231,352,0,0,0,0,159,0,0,0,0,0,0
1164.280143861,372,0,0,0,0,159,0,0,0,0,0,0
1164.300158842,392,0,0,0,0,159,0,0,0,0,0,0
1164.320154787,412,0,0,0,0,159,0,0,0,0,0,0
1164.340120639,432,0,0,0,0,159,0,0,0,0,0,0
1164.361099639,452,0,0,0,0,159,0,0,0,0,0,0
1164.380121250,472,0,0,0,0,159,0,0,0,0,0,0
1164.400121194,492,0,0,0,0,159,0,0,0,0,0,0
1164.420174713,512,0,0,0,0,159,0,0,0,0,0,0
1164.440173379,532,0,0,0,0,159,0,0,0,0,0,0
1164.460157157,552,0,0,0,0,159,0,0,0,0,0,0
1164.480323842,572,0,0,0,0,159,0,0,0,0,0,0
1164.500163268,592,0,0,0,0,159,0,0,0,0,0,0
1164.520149064,612,0,0,0,0,159,0,0,0,0,0,0
1164.540712175,632,0,0,0,0,159,0,0,0,0,0,0
1164.560230879,652,0,0,0,0,159,0,0,0,0,0,0
1164.580180916,672,0,0,0,0,159,0,0,0,0,0,0
1164.600197638,692,0,0,0,0,159,0,0,0,0,0,0
1164.620186435,712,0,0,0,0,158,0,0,0,0,0,0
1164.640168546,732,0,0,0,0,158,0,0,0,0,0,0
1164.659860749,752,0,0,0,0,159,0,0,0,0,0,0
1164.679129490,772,0,0,0,0,159,0,0,0,0,0,0
1164.699105861,792,0,0,0,0,159,0,0,0,0,0,0
1164.719787749,812,0,0,0,0,158,0,0,0,0,0,0
1164.740081194,832,0,0,0,0,158,0,0,0,0,0,0
1164.760162620,852,0,0,0,0,159,0,0,0,0,0,0
1164.780320286,872,0,0,0,0,159,0,0,0,0,0,0
1164.799086712,892,0,0,0,0,159,0,0,0,0,0,0
1164.819060157,912,0,0,0,0,158,0,0,0,0,0,0
1164.839091342,932,0,0,0,0,158,0,0,0,0,0,0
1164.859040249,952,0,0,0,0,158,0,0,0,0,0,0
1164.879042009,972,0,0,0,0,158,0,0,0,0,0,0
1164.899058509,992,0,0,0,0,158,0,0,0,0,0,0
1164.919014990,1012,0,0,0,0,158,0,0,0,0,0,0
1164.939965546,1032,0,0,0,0,158,0,0,0,0,0,0
1164.959002268,1052,0,0,0,0,158,0,0,0,0,0,0
1164.978955509,1072,0,0,0,0,158,0,0,0,0,0,0
1164.999014305,1092,0,0,0,0,158,0,0,0,0,0,0
1165.019007101,1112,0,0,0,0,158,0,0,0,0,0,0
1165.038987157,1132,0,0,0,0,158,0,0,0,0,0,0
1165.058959546,1152,0,0,0,0,158,0,0,0,0,0,0
1165.084358879,1172,0,0,0,0,158,0,0,0,0,0,0
1165.098969805,1192,0,0,0,0,158,0,0,0,0,0,0
1165.118972138,1212,0,0,0,0,158,0,0,0,0,0,0
1165.138959879,1232,0,0,0,0,158,0,0,0,0,0,0
1165.158951620,1252,0,0,0,0,158,0,0,0,0,0,0
1165.178925157,1272,0,0,0,0,158,0,0,0,0,0,0
1165.198912694,1292,0,0,0,0,158,0,0,0,0,0,0
1165.217934157,1312,0,0,0,0,158,0,0,0,0,0,0
1165.237931545,1332,0,0,0,0,158,0,0,0,0,0,0
1165.257955582,1352,0,0,0,0,158,0,0,0,0,0,0
1165.277924675,1372,0,0,0,0,158,0,0,0,0,0,0
1165.297909545,1392,0,0,0,0,158,0,0,0,0,0,0
1165.318907119,1412,0,0,0,0,158,0,0,0,0,0,0
1165.338909582,1432,0,0,0,0,158,0,0,0,0,0,0
1165.357903916,1452,0,0,0,0,158,0,0,0,0,0,0
1165.377868805,1472,0,0,0,0,158,0,0,0,0,0,0
1165.397905916,1492,0,0,0,0,158,0,0,0,0,0,0
1165.417904934,1512,0,0,0,0,158,0,0,0,0,0,0
1165.437885490,1532,0,0,0,0,158,0,0,0,0,0,0
1165.457928953,1552,0,0,0,0,158,0,0,0,0,0,0
1165.477961249,1572,0,0,0,0,158,0,0,0,0,0,0
1165.498949675,1592,0,0,0,0,158,0,0,0,0,0,0
1165.517924119,1612,0,0,0,0,159,0,0,0,0,0,0
1165.537871397,1632,0,0,0,0,159,0,0,0,0,0,0
1165.557848897,1652,0,0,0,0,159,0,0,0,0,0,0
1165.577903286,1672,0,0,0,0,159,0,0,0,0,0,0
1165.597864267,1692,0,0,0,0,159,0,0,0,0,0,0
1165.617817508,1712,0,0,0,0,159,0,0,0,0,0,0
1165.637862897,1732,0,0,0,0,159,0,0,0,0,0,0
1165.657837082,1752,0,0,0,0,159,0,0,0,0,0,0
1165.677837860,1772,0,0,0,0,159,0,0,0,0,0,0
1165.698164230,1792,0,0,0,0,159,0,0,0,0,0,0
1165.717990416,1812,0,0,0,0,159,0,0,0,0,0,0
1165.738091730,1832,0,0,0,0,159,0,0,0,0,0,0
1165.758072675,1852,0,0,0,0,159,0,0,0,0,0,0
1165.778068434,1872,0,0,0,0,159,0,0,0,0,0,0
1165.796909638,1892,0,0,0,0,159,0,0,0,0,0,0
1165.817114101,1912,0,0,0,0,159,0,0,0,0,0,0
1165.836906267,1932,0,0,0,0,159,0,0,0,0,0,0
1165.856884471,1952,0,0,0,0,159,0,0,0,0,0,0
1165.877999712,1972,0,0,0,0,159,0,0,0,0,0,0
1165.898236582,1992,0,0,0,0,159,0,0,0,0,0,0
1165.917006360,2012,0,0,0,0,158,0,0,0,0,0,0
1165.936905712,2032,0,0,0,0,158,0,0,0,0,0,0
